,Channel,bout_length,No,Sex,Rep
868,adj_Monitor5_ch9,7.388888888888889,80387,F,1
870,adj_Monitor60_ch1,23.31578947368421,66945,M,1
872,adj_Monitor60_ch10,7.0,66945,M,1
874,adj_Monitor60_ch11,6.235294117647059,66945,M,1
876,adj_Monitor60_ch12,7.970588235294118,66945,M,1
878,adj_Monitor60_ch13,7.181818181818182,66945,M,1
880,adj_Monitor60_ch14,7.2,66945,M,1
882,adj_Monitor60_ch15,9.384615384615385,66945,M,1
884,adj_Monitor60_ch16,6.115384615384615,66945,M,1
886,adj_Monitor60_ch17,6.722222222222222,66945,M,1
888,adj_Monitor60_ch18,6.357142857142857,66945,M,1
890,adj_Monitor60_ch19,5.833333333333333,66945,M,1
892,adj_Monitor60_ch2,6.909090909090909,66945,M,1
894,adj_Monitor60_ch20,7.6,66945,M,1
896,adj_Monitor60_ch21,7.15625,66945,M,1
898,adj_Monitor60_ch22,7.21875,66945,M,1
900,adj_Monitor60_ch23,5.333333333333333,66945,M,1
902,adj_Monitor60_ch25,7.125,66945,M,1
904,adj_Monitor60_ch26,6.774193548387097,66945,M,1
906,adj_Monitor60_ch27,9.35,66945,M,1
908,adj_Monitor60_ch28,7.423076923076923,66945,M,1
910,adj_Monitor60_ch29,6.933333333333334,66945,M,1
912,adj_Monitor60_ch3,8.0,66945,M,1
914,adj_Monitor60_ch30,7.434782608695652,66945,M,1
916,adj_Monitor60_ch31,6.1,66945,M,1
918,adj_Monitor60_ch32,12.76923076923077,66945,M,1
920,adj_Monitor60_ch4,8.066666666666666,66945,M,1
922,adj_Monitor60_ch5,6.75,66945,M,1
924,adj_Monitor60_ch6,6.2,66945,M,1
926,adj_Monitor60_ch7,6.36,66945,M,1
928,adj_Monitor60_ch8,7.0,66945,M,1
930,adj_Monitor60_ch9,6.571428571428571,66945,M,1
932,adj_Monitor63_ch1,5.3,56014,F,1
934,adj_Monitor63_ch10,17.125,56014,F,1
936,adj_Monitor63_ch11,8.75,56014,F,1
938,adj_Monitor63_ch12,10.4,56014,F,1
940,adj_Monitor63_ch13,11.592592592592593,56014,F,1
942,adj_Monitor63_ch14,8.925925925925926,56014,F,1
944,adj_Monitor63_ch15,17.34,56014,F,1
946,adj_Monitor63_ch16,7.393939393939394,56014,F,1
948,adj_Monitor63_ch17,5.333333333333333,56014,F,1
950,adj_Monitor63_ch18,16.852941176470587,56014,F,1
