,Channel,bout_length,No,Sex,Rep
548,adj_Monitor2_ch31,134.84,53328,M,1
550,adj_Monitor2_ch32,250.64285714285714,53328,M,1
552,adj_Monitor2_ch4,140.625,53328,M,1
554,adj_Monitor2_ch5,123.8125,53328,M,1
556,adj_Monitor2_ch6,108.2258064516129,53328,M,1
558,adj_Monitor2_ch7,76.73170731707317,53328,M,1
560,adj_Monitor2_ch8,95.78947368421052,53328,M,1
562,adj_Monitor2_ch9,86.39473684210526,53328,M,1
564,adj_Monitor54_ch1,708.6,82983,F,1
566,adj_Monitor54_ch10,208.64705882352942,82983,F,1
568,adj_Monitor54_ch11,311.3636363636364,82983,F,1
570,adj_Monitor54_ch12,143.79166666666666,82983,F,1
572,adj_Monitor54_ch13,57.67796610169491,82983,F,1
574,adj_Monitor54_ch14,75.84444444444445,82983,F,1
576,adj_Monitor54_ch15,93.44736842105263,82983,F,1
