,Channel,Bout_Count,No,Sex,Rep
64074,adj_Monitor24_ch7,11.5,TRiPsc,M,1
64256,adj_Monitor24_ch8,16.0,TRiPsc,M,1
64496,adj_Monitor24_ch9,14.833333333333334,TRiPsc,M,1
64740,adj_Monitor2_ch1,15.833333333333334,53328,M,1
64985,adj_Monitor2_ch10,10.5,53328,M,1
65159,adj_Monitor2_ch11,14.833333333333334,53328,M,1
65385,adj_Monitor2_ch12,15.666666666666666,53328,M,1
65649,adj_Monitor2_ch13,18.166666666666668,53328,M,1
65963,adj_Monitor2_ch14,14.833333333333334,53328,M,1
66231,adj_Monitor2_ch15,22.333333333333332,53328,M,1
66601,adj_Monitor2_ch16,17.333333333333332,53328,M,1
66879,adj_Monitor2_ch17,14.333333333333334,53328,M,1
67093,adj_Monitor2_ch18,15.833333333333334,53328,M,1
67365,adj_Monitor2_ch19,13.333333333333334,53328,M,1
67605,adj_Monitor2_ch2,19.166666666666668,53328,M,1
67939,adj_Monitor2_ch20,11.666666666666666,53328,M,1
68137,adj_Monitor2_ch21,18.833333333333332,53328,M,1
68425,adj_Monitor2_ch22,22.166666666666668,53328,M,1
68787,adj_Monitor2_ch23,16.166666666666668,53328,M,1
69059,adj_Monitor2_ch24,14.666666666666666,53328,M,1
69321,adj_Monitor2_ch26,20.0,53328,M,1
69695,adj_Monitor2_ch27,18.5,53328,M,1
70011,adj_Monitor2_ch28,14.0,53328,M,1
70235,adj_Monitor2_ch29,15.833333333333334,53328,M,1
70523,adj_Monitor2_ch3,15.833333333333334,53328,M,1
70791,adj_Monitor2_ch30,18.666666666666668,53328,M,1
71123,adj_Monitor2_ch31,17.333333333333332,53328,M,1
71385,adj_Monitor2_ch32,12.0,53328,M,1
71565,adj_Monitor2_ch4,11.333333333333334,53328,M,1
71751,adj_Monitor2_ch5,16.166666666666668,53328,M,1
72041,adj_Monitor2_ch6,20.166666666666668,53328,M,1
72361,adj_Monitor2_ch7,16.666666666666668,53328,M,1
72651,adj_Monitor2_ch8,18.166666666666668,53328,M,1
72965,adj_Monitor2_ch9,15.833333333333334,53328,M,1
73231,adj_Monitor54_ch1,8.166666666666666,82983,F,1
73391,adj_Monitor54_ch10,11.5,82983,F,1
73605,adj_Monitor54_ch11,6.833333333333333,82983,F,1
73719,adj_Monitor54_ch12,9.666666666666666,82983,F,1
73953,adj_Monitor54_ch13,18.0,82983,F,1
74291,adj_Monitor54_ch14,21.166666666666668,82983,F,1
74679,adj_Monitor54_ch15,14.666666666666666,82983,F,1
74927,adj_Monitor54_ch16,16.166666666666668,82983,F,1
75204,adj_Monitor54_ch17,26.833333333333332,82983,F,1
75699,adj_Monitor54_ch18,13.666666666666666,82983,F,1
75993,adj_Monitor54_ch19,9.666666666666666,82983,F,1
76149,adj_Monitor54_ch2,9.5,82983,F,1
76341,adj_Monitor54_ch20,6.833333333333333,82983,F,1
76461,adj_Monitor54_ch21,14.666666666666666,82983,F,1
76781,adj_Monitor54_ch22,10.333333333333334,82983,F,1
76963,adj_Monitor54_ch23,12.0,82983,F,1
77185,adj_Monitor54_ch24,12.166666666666666,82983,F,1
77401,adj_Monitor54_ch25,23.166666666666668,82983,F,1
77773,adj_Monitor54_ch26,9.666666666666666,82983,F,1
77949,adj_Monitor54_ch27,15.833333333333334,82983,F,1
78245,adj_Monitor54_ch28,13.666666666666666,82983,F,1
78513,adj_Monitor54_ch29,18.5,82983,F,1
78807,adj_Monitor54_ch3,23.333333333333332,82983,F,1
79199,adj_Monitor54_ch30,11.166666666666666,82983,F,1
79389,adj_Monitor54_ch31,11.833333333333334,82983,F,1
79607,adj_Monitor54_ch32,16.333333333333332,82983,F,1
79879,adj_Monitor54_ch4,8.166666666666666,82983,F,1
80039,adj_Monitor54_ch5,11.5,82983,F,1
80244,adj_Monitor54_ch6,14.5,82983,F,1
80513,adj_Monitor54_ch7,9.333333333333334,82983,F,1
80661,adj_Monitor54_ch8,5.666666666666667,82983,F,1
80769,adj_Monitor54_ch9,22.666666666666668,82983,F,1
81232,adj_Monitor56_ch1,17.166666666666668,62872,M,1
81521,adj_Monitor56_ch10,11.833333333333334,62872,M,1
81719,adj_Monitor56_ch11,13.333333333333334,62872,M,1
81969,adj_Monitor56_ch12,15.833333333333334,62872,M,1
82227,adj_Monitor56_ch13,18.333333333333332,62872,M,1
82531,adj_Monitor56_ch14,16.166666666666668,62872,M,1
82809,adj_Monitor56_ch15,21.333333333333332,62872,M,1
83159,adj_Monitor56_ch16,19.166666666666668,62872,M,1
83492,adj_Monitor56_ch17,20.5,62872,M,1
83853,adj_Monitor56_ch18,15.333333333333334,62872,M,1
84107,adj_Monitor56_ch19,13.0,62872,M,1
84373,adj_Monitor56_ch2,12.666666666666666,62872,M,1
84611,adj_Monitor56_ch20,16.666666666666668,62872,M,1
84923,adj_Monitor56_ch21,21.166666666666668,62872,M,1
85319,adj_Monitor56_ch22,16.333333333333332,62872,M,1
85639,adj_Monitor56_ch23,14.333333333333334,62872,M,1
85905,adj_Monitor56_ch24,17.833333333333332,62872,M,1
86233,adj_Monitor56_ch25,19.333333333333332,62872,M,1
86543,adj_Monitor56_ch26,21.333333333333332,62872,M,1
86919,adj_Monitor56_ch27,13.666666666666666,62872,M,1
87173,adj_Monitor56_ch28,19.666666666666668,62872,M,1
87523,adj_Monitor56_ch29,13.5,62872,M,1
87779,adj_Monitor56_ch3,14.833333333333334,62872,M,1
88057,adj_Monitor56_ch30,17.833333333333332,62872,M,1
88365,adj_Monitor56_ch31,17.166666666666668,62872,M,1
88667,adj_Monitor56_ch32,14.833333333333334,62872,M,1
88925,adj_Monitor56_ch4,14.833333333333334,62872,M,1
89175,adj_Monitor56_ch5,21.666666666666668,62872,M,1
89527,adj_Monitor56_ch6,14.833333333333334,62872,M,1
89875,adj_Monitor56_ch7,23.666666666666668,62872,M,1
90287,adj_Monitor56_ch8,15.0,62872,M,1
90567,adj_Monitor56_ch9,18.666666666666668,62872,M,1
90949,adj_Monitor58_ch1,9.833333333333334,62872,F,1
91121,adj_Monitor58_ch10,10.166666666666666,62872,F,1
91289,adj_Monitor58_ch11,10.333333333333334,62872,F,1
91509,adj_Monitor58_ch12,11.0,62872,F,1
91693,adj_Monitor58_ch13,21.0,62872,F,1
92059,adj_Monitor58_ch14,15.333333333333334,62872,F,1
92337,adj_Monitor58_ch15,14.5,62872,F,1
92565,adj_Monitor58_ch16,12.5,62872,F,1
92835,adj_Monitor58_ch17,12.166666666666666,62872,F,1
93153,adj_Monitor58_ch18,14.5,62872,F,1
93413,adj_Monitor58_ch19,11.166666666666666,62872,F,1
93643,adj_Monitor58_ch2,13.166666666666666,62872,F,1
93917,adj_Monitor58_ch20,10.833333333333334,62872,F,1
94155,adj_Monitor58_ch21,11.833333333333334,62872,F,1
94369,adj_Monitor58_ch22,9.166666666666666,62872,F,1
94535,adj_Monitor58_ch23,20.333333333333332,62872,F,1
94941,adj_Monitor58_ch24,12.0,62872,F,1
95195,adj_Monitor58_ch25,12.666666666666666,62872,F,1
95453,adj_Monitor58_ch26,18.333333333333332,62872,F,1
95831,adj_Monitor58_ch27,13.0,62872,F,1
96053,adj_Monitor58_ch28,7.166666666666667,62872,F,1
96217,adj_Monitor58_ch29,6.166666666666667,62872,F,1
96361,adj_Monitor58_ch3,8.5,62872,F,1
96503,adj_Monitor58_ch30,12.333333333333334,62872,F,1
96711,adj_Monitor58_ch31,5.5,62872,F,1
96833,adj_Monitor58_ch32,14.833333333333334,62872,F,1
97177,adj_Monitor58_ch5,10.333333333333334,62872,F,1
97391,adj_Monitor58_ch6,19.166666666666668,62872,F,1
97767,adj_Monitor58_ch7,11.166666666666666,62872,F,1
98039,adj_Monitor58_ch8,10.666666666666666,62872,F,1
98231,adj_Monitor58_ch9,10.333333333333334,62872,F,1
98407,adj_Monitor59_ch1,14.0,55690,F,1
98627,adj_Monitor59_ch10,18.666666666666668,55690,F,1
98959,adj_Monitor59_ch11,19.5,55690,F,1
99329,adj_Monitor59_ch12,17.0,55690,F,1
99659,adj_Monitor59_ch13,12.166666666666666,55690,F,1
99911,adj_Monitor59_ch14,6.166666666666667,55690,F,1
100009,adj_Monitor59_ch17,13.5,55690,F,1
100249,adj_Monitor59_ch18,17.333333333333332,55690,F,1
100519,adj_Monitor59_ch19,11.833333333333334,55690,F,1
100711,adj_Monitor59_ch2,12.5,55690,F,1
100899,adj_Monitor59_ch20,19.166666666666668,55690,F,1
101315,adj_Monitor59_ch21,10.0,55690,F,1
101499,adj_Monitor59_ch22,11.666666666666666,55690,F,1
101705,adj_Monitor59_ch23,8.5,55690,F,1
101857,adj_Monitor59_ch24,6.666666666666667,55690,F,1
101973,adj_Monitor59_ch25,16.166666666666668,55690,F,1
102259,adj_Monitor59_ch26,12.833333333333334,55690,F,1
102471,adj_Monitor59_ch27,17.0,55690,F,1
102793,adj_Monitor59_ch28,8.833333333333334,55690,F,1
102945,adj_Monitor59_ch29,7.166666666666667,55690,F,1
103079,adj_Monitor59_ch3,11.5,55690,F,1
103253,adj_Monitor59_ch30,9.333333333333334,55690,F,1
103441,adj_Monitor59_ch31,8.0,55690,F,1
103577,adj_Monitor59_ch32,15.5,55690,F,1
103835,adj_Monitor59_ch4,8.333333333333334,55690,F,1
104003,adj_Monitor59_ch5,10.5,55690,F,1
104183,adj_Monitor59_ch6,12.333333333333334,55690,F,1
104387,adj_Monitor59_ch7,11.5,55690,F,1
104595,adj_Monitor59_ch8,12.5,55690,F,1
104823,adj_Monitor59_ch9,15.166666666666666,55690,F,1
105097,adj_Monitor5_ch1,19.5,80387,F,1
105473,adj_Monitor5_ch10,18.333333333333332,80387,F,1
105759,adj_Monitor5_ch11,11.166666666666666,80387,F,1
105955,adj_Monitor5_ch12,21.833333333333332,80387,F,1
106315,adj_Monitor5_ch13,9.333333333333334,80387,F,1
106465,adj_Monitor5_ch14,5.166666666666667,80387,F,1
106541,adj_Monitor5_ch15,21.0,80387,F,1
106911,adj_Monitor5_ch16,28.833333333333332,80387,F,1
107401,adj_Monitor5_ch17,12.333333333333334,80387,F,1
107637,adj_Monitor5_ch18,17.166666666666668,80387,F,1
107893,adj_Monitor5_ch19,21.333333333333332,80387,F,1
108265,adj_Monitor5_ch2,18.5,80387,F,1
108603,adj_Monitor5_ch20,14.833333333333334,80387,F,1
108887,adj_Monitor5_ch21,25.833333333333332,80387,F,1
109315,adj_Monitor5_ch22,6.333333333333333,80387,F,1
109417,adj_Monitor5_ch23,13.166666666666666,80387,F,1
109665,adj_Monitor5_ch24,17.0,80387,F,1
109929,adj_Monitor5_ch25,14.0,80387,F,1
110229,adj_Monitor5_ch26,14.833333333333334,80387,F,1
110457,adj_Monitor5_ch27,20.333333333333332,80387,F,1
110827,adj_Monitor5_ch28,18.666666666666668,80387,F,1
111161,adj_Monitor5_ch3,19.5,80387,F,1
111505,adj_Monitor5_ch30,16.5,80387,F,1
111799,adj_Monitor5_ch31,19.666666666666668,80387,F,1
112127,adj_Monitor5_ch32,17.5,80387,F,1
112471,adj_Monitor5_ch4,14.5,80387,F,1
112735,adj_Monitor5_ch5,18.666666666666668,80387,F,1
113065,adj_Monitor5_ch6,19.5,80387,F,1
113429,adj_Monitor5_ch7,28.833333333333332,80387,F,1
113959,adj_Monitor5_ch8,11.833333333333334,80387,F,1
114171,adj_Monitor5_ch9,15.0,80387,F,1
114409,adj_Monitor60_ch1,11.0,66945,M,1
114577,adj_Monitor60_ch10,11.333333333333334,66945,M,1
114749,adj_Monitor60_ch11,13.666666666666666,66945,M,1
114983,adj_Monitor60_ch12,15.833333333333334,66945,M,1
115273,adj_Monitor60_ch13,18.5,66945,M,1
115575,adj_Monitor60_ch14,12.666666666666666,66945,M,1
115767,adj_Monitor60_ch15,14.333333333333334,66945,M,1
115997,adj_Monitor60_ch16,14.666666666666666,66945,M,1
116215,adj_Monitor60_ch17,13.0,66945,M,1
116399,adj_Monitor60_ch18,13.666666666666666,66945,M,1
116631,adj_Monitor60_ch19,15.833333333333334,66945,M,1
116885,adj_Monitor60_ch2,11.333333333333334,66945,M,1
117049,adj_Monitor60_ch20,9.333333333333334,66945,M,1
117211,adj_Monitor60_ch21,11.5,66945,M,1
117417,adj_Monitor60_ch22,11.0,66945,M,1
117609,adj_Monitor60_ch23,10.5,66945,M,1
117793,adj_Monitor60_ch25,12.833333333333334,66945,M,1
117977,adj_Monitor60_ch26,18.666666666666668,66945,M,1
118277,adj_Monitor60_ch27,12.666666666666666,66945,M,1
118467,adj_Monitor60_ch28,16.833333333333332,66945,M,1
118729,adj_Monitor60_ch29,14.5,66945,M,1
118963,adj_Monitor60_ch3,11.833333333333334,66945,M,1
119155,adj_Monitor60_ch30,17.166666666666668,66945,M,1
119427,adj_Monitor60_ch31,8.666666666666666,66945,M,1
119560,adj_Monitor60_ch32,11.666666666666666,66945,M,1
119755,adj_Monitor60_ch4,13.166666666666666,66945,M,1
119997,adj_Monitor60_ch5,15.5,66945,M,1
120229,adj_Monitor60_ch6,14.666666666666666,66945,M,1
120453,adj_Monitor60_ch7,15.166666666666666,66945,M,1
120719,adj_Monitor60_ch8,10.833333333333334,66945,M,1
120921,adj_Monitor60_ch9,16.166666666666668,66945,M,1
121157,adj_Monitor63_ch1,12.333333333333334,56014,F,1
121425,adj_Monitor63_ch10,11.0,56014,F,1
121643,adj_Monitor63_ch11,11.833333333333334,56014,F,1
121865,adj_Monitor63_ch12,10.666666666666666,56014,F,1
122081,adj_Monitor63_ch13,11.333333333333334,56014,F,1
122297,adj_Monitor63_ch14,13.0,56014,F,1
122516,adj_Monitor63_ch15,13.166666666666666,56014,F,1
122762,adj_Monitor63_ch16,14.0,56014,F,1
123049,adj_Monitor63_ch17,9.5,56014,F,1
123273,adj_Monitor63_ch18,12.333333333333334,56014,F,1
123515,adj_Monitor63_ch19,12.5,56014,F,1
123759,adj_Monitor63_ch2,13.333333333333334,56014,F,1
124019,adj_Monitor63_ch20,7.833333333333333,56014,F,1
124173,adj_Monitor63_ch21,13.333333333333334,56014,F,1
124421,adj_Monitor63_ch22,6.666666666666667,56014,F,1
124557,adj_Monitor63_ch23,18.166666666666668,56014,F,1
124855,adj_Monitor63_ch24,14.833333333333334,56014,F,1
125163,adj_Monitor63_ch25,18.166666666666668,56014,F,1
125521,adj_Monitor63_ch26,13.0,56014,F,1
125791,adj_Monitor63_ch27,11.5,56014,F,1
126033,adj_Monitor63_ch28,13.0,56014,F,1
126283,adj_Monitor63_ch29,9.5,56014,F,1
126449,adj_Monitor63_ch3,9.666666666666666,56014,F,1
126627,adj_Monitor63_ch30,10.0,56014,F,1
126841,adj_Monitor63_ch31,5.333333333333333,56014,F,1
126957,adj_Monitor63_ch32,13.0,56014,F,1
127291,adj_Monitor63_ch4,14.833333333333334,56014,F,1
127549,adj_Monitor63_ch5,14.0,56014,F,1
127789,adj_Monitor63_ch6,11.166666666666666,56014,F,1
127993,adj_Monitor63_ch7,8.833333333333334,56014,F,1
128163,adj_Monitor63_ch8,10.833333333333334,56014,F,1
128377,adj_Monitor63_ch9,8.0,56014,F,1
128519,adj_Monitor67_ch1,22.333333333333332,57713,F,1
128939,adj_Monitor67_ch10,17.666666666666668,57713,F,1
129335,adj_Monitor67_ch11,24.0,57713,F,1
129841,adj_Monitor67_ch12,8.833333333333334,57713,F,1
130001,adj_Monitor67_ch13,12.333333333333334,57713,F,1
130259,adj_Monitor67_ch14,16.666666666666668,57713,F,1
130603,adj_Monitor67_ch15,16.5,57713,F,1
130891,adj_Monitor67_ch16,20.0,57713,F,1
131311,adj_Monitor67_ch17,14.5,57713,F,1
131601,adj_Monitor67_ch18,14.166666666666666,57713,F,1
131933,adj_Monitor67_ch19,14.666666666666666,57713,F,1
132187,adj_Monitor67_ch2,18.166666666666668,57713,F,1
132513,adj_Monitor67_ch20,11.166666666666666,57713,F,1
132717,adj_Monitor67_ch21,22.833333333333332,57713,F,1
133165,adj_Monitor67_ch22,12.833333333333334,57713,F,1
133395,adj_Monitor67_ch23,12.0,57713,F,1
133647,adj_Monitor67_ch24,22.5,57713,F,1
134087,adj_Monitor67_ch25,13.833333333333334,57713,F,1
134374,adj_Monitor67_ch26,15.0,57713,F,1
134743,adj_Monitor67_ch27,16.0,57713,F,1
135079,adj_Monitor67_ch28,15.833333333333334,57713,F,1
135347,adj_Monitor67_ch29,18.333333333333332,57713,F,1
135655,adj_Monitor67_ch3,16.833333333333332,57713,F,1
135967,adj_Monitor67_ch30,15.666666666666666,57713,F,1
136323,adj_Monitor67_ch31,8.833333333333334,57713,F,1
136509,adj_Monitor67_ch32,14.666666666666666,57713,F,1
136777,adj_Monitor67_ch4,10.333333333333334,57713,F,1
136997,adj_Monitor67_ch5,16.5,57713,F,1
137333,adj_Monitor67_ch6,15.333333333333334,57713,F,1
137595,adj_Monitor67_ch7,18.166666666666668,57713,F,1
137961,adj_Monitor67_ch8,15.333333333333334,57713,F,1
138249,adj_Monitor67_ch9,12.833333333333334,57713,F,1
138497,adj_Monitor6_ch1,9.5,53328,F,1
138659,adj_Monitor6_ch10,11.333333333333334,53328,F,1
138835,adj_Monitor6_ch11,11.5,53328,F,1
139071,adj_Monitor6_ch12,11.833333333333334,53328,F,1
139261,adj_Monitor6_ch13,6.833333333333333,53328,F,1
139417,adj_Monitor6_ch14,8.0,53328,F,1
139553,adj_Monitor6_ch15,11.333333333333334,53328,F,1
139729,adj_Monitor6_ch16,10.166666666666666,53328,F,1
139925,adj_Monitor6_ch17,8.333333333333334,53328,F,1
