,Channel,Bout_Count,No,Sex,Rep
25366,adj_Monitor17_ch6,2.5,82983,M,1
25594,adj_Monitor17_ch7,4.166666666666667,82983,M,1
25816,adj_Monitor17_ch8,5.166666666666667,82983,M,1
26008,adj_Monitor17_ch9,3.1666666666666665,82983,M,1
26190,adj_Monitor18_ch1,3.0,80387,M,1
26424,adj_Monitor18_ch10,1.1666666666666667,80387,M,1
26668,adj_Monitor18_ch11,1.5,80387,M,1
26924,adj_Monitor18_ch12,6.333333333333333,80387,M,1
27298,adj_Monitor18_ch13,5.666666666666667,80387,M,1
27556,adj_Monitor18_ch14,8.666666666666666,80387,M,1
27898,adj_Monitor18_ch15,2.0,80387,M,1
28092,adj_Monitor18_ch16,1.5,80387,M,1
28334,adj_Monitor18_ch17,3.1666666666666665,80387,M,1
28644,adj_Monitor18_ch18,2.8333333333333335,80387,M,1
28874,adj_Monitor18_ch19,5.833333333333333,80387,M,1
29150,adj_Monitor18_ch2,6.166666666666667,80387,M,1
29416,adj_Monitor18_ch20,7.833333333333333,80387,M,1
29776,adj_Monitor18_ch21,6.166666666666667,80387,M,1
30076,adj_Monitor18_ch22,5.5,80387,M,1
30378,adj_Monitor18_ch23,5.5,80387,M,1
30706,adj_Monitor18_ch24,4.0,80387,M,1
30914,adj_Monitor18_ch26,6.5,80387,M,1
31186,adj_Monitor18_ch27,4.333333333333333,80387,M,1
31456,adj_Monitor18_ch28,3.3333333333333335,80387,M,1
31802,adj_Monitor18_ch29,6.166666666666667,80387,M,1
32096,adj_Monitor18_ch3,12.666666666666666,80387,M,1
32480,adj_Monitor18_ch30,3.3333333333333335,80387,M,1
32808,adj_Monitor18_ch31,5.833333333333333,80387,M,1
33104,adj_Monitor18_ch32,2.0,80387,M,1
33330,adj_Monitor18_ch4,2.1666666666666665,80387,M,1
33614,adj_Monitor18_ch5,6.5,80387,M,1
33850,adj_Monitor18_ch6,3.0,80387,M,1
34068,adj_Monitor18_ch7,6.0,80387,M,1
34320,adj_Monitor18_ch8,6.5,80387,M,1
34630,adj_Monitor18_ch9,5.333333333333333,80387,M,1
34885,adj_Monitor1_ch1,5.166666666666667,67422,M,1
35072,adj_Monitor1_ch11,5.5,67422,M,1
35362,adj_Monitor1_ch12,9.666666666666666,67422,M,1
35774,adj_Monitor1_ch13,6.5,67422,M,1
36012,adj_Monitor1_ch14,5.833333333333333,67422,M,1
36252,adj_Monitor1_ch15,3.0,67422,M,1
36472,adj_Monitor1_ch16,2.3333333333333335,67422,M,1
36590,adj_Monitor1_ch17,5.833333333333333,67422,M,1
36790,adj_Monitor1_ch18,4.833333333333333,67422,M,1
36952,adj_Monitor1_ch19,6.833333333333333,67422,M,1
37186,adj_Monitor1_ch2,3.1666666666666665,67422,M,1
37334,adj_Monitor1_ch20,4.666666666666667,67422,M,1
37534,adj_Monitor1_ch21,6.333333333333333,67422,M,1
37736,adj_Monitor1_ch22,5.5,67422,M,1
37902,adj_Monitor1_ch23,3.6666666666666665,67422,M,1
38052,adj_Monitor1_ch24,6.166666666666667,67422,M,1
38318,adj_Monitor1_ch25,4.333333333333333,67422,M,1
38460,adj_Monitor1_ch26,6.666666666666667,67422,M,1
38800,adj_Monitor1_ch27,4.0,67422,M,1
38962,adj_Monitor1_ch28,6.666666666666667,67422,M,1
39272,adj_Monitor1_ch29,3.5,67422,M,1
39545,adj_Monitor1_ch3,9.666666666666666,67422,M,1
39870,adj_Monitor1_ch30,7.333333333333333,67422,M,1
40126,adj_Monitor1_ch31,7.0,67422,M,1
40470,adj_Monitor1_ch32,7.333333333333333,67422,M,1
40714,adj_Monitor1_ch4,7.666666666666667,67422,M,1
41118,adj_Monitor1_ch5,9.5,67422,M,1
41532,adj_Monitor1_ch6,5.833333333333333,67422,M,1
41706,adj_Monitor1_ch7,7.5,67422,M,1
42084,adj_Monitor1_ch8,5.0,67422,M,1
42238,adj_Monitor1_ch9,1.5,67422,M,1
42480,adj_Monitor20_ch1,3.3333333333333335,57713,M,1
42718,adj_Monitor20_ch10,6.333333333333333,57713,M,1
42968,adj_Monitor20_ch11,8.5,57713,M,1
43170,adj_Monitor20_ch12,7.333333333333333,57713,M,1
43412,adj_Monitor20_ch13,7.666666666666667,57713,M,1
43657,adj_Monitor20_ch14,4.5,57713,M,1
43860,adj_Monitor20_ch15,3.5,57713,M,1
44028,adj_Monitor20_ch16,1.0,57713,M,1
44094,adj_Monitor20_ch17,7.333333333333333,57713,M,1
44308,adj_Monitor20_ch18,1.8333333333333333,57713,M,1
44420,adj_Monitor20_ch19,4.0,57713,M,1
44604,adj_Monitor20_ch2,5.166666666666667,57713,M,1
44830,adj_Monitor20_ch20,6.166666666666667,57713,M,1
45150,adj_Monitor20_ch21,2.6666666666666665,57713,M,1
45256,adj_Monitor20_ch22,6.833333333333333,57713,M,1
45548,adj_Monitor20_ch23,9.5,57713,M,1
45814,adj_Monitor20_ch24,9.833333333333334,57713,M,1
46040,adj_Monitor20_ch25,3.0,57713,M,1
46192,adj_Monitor20_ch26,1.6666666666666667,57713,M,1
46288,adj_Monitor20_ch27,3.3333333333333335,57713,M,1
46448,adj_Monitor20_ch29,1.6666666666666667,57713,M,1
46590,adj_Monitor20_ch3,7.333333333333333,57713,M,1
46966,adj_Monitor20_ch30,3.8333333333333335,57713,M,1
47200,adj_Monitor20_ch31,6.0,57713,M,1
47392,adj_Monitor20_ch32,3.8333333333333335,57713,M,1
47594,adj_Monitor20_ch4,5.333333333333333,57713,M,1
47782,adj_Monitor20_ch5,4.5,57713,M,1
47928,adj_Monitor20_ch6,3.1666666666666665,57713,M,1
48084,adj_Monitor20_ch7,16.0,57713,M,1
48504,adj_Monitor20_ch8,17.166666666666668,57713,M,1
48834,adj_Monitor20_ch9,2.8333333333333335,57713,M,1
49064,adj_Monitor22_ch1,3.0,64498,M,1
49274,adj_Monitor22_ch10,8.5,64498,M,1
49602,adj_Monitor22_ch11,4.666666666666667,64498,M,1
49882,adj_Monitor22_ch12,5.666666666666667,64498,M,1
50116,adj_Monitor22_ch13,3.8333333333333335,64498,M,1
50394,adj_Monitor22_ch14,4.666666666666667,64498,M,1
50640,adj_Monitor22_ch15,8.333333333333334,64498,M,1
51008,adj_Monitor22_ch16,6.0,64498,M,1
51296,adj_Monitor22_ch17,1.0,64498,M,1
51530,adj_Monitor22_ch18,5.833333333333333,64498,M,1
51804,adj_Monitor22_ch19,6.833333333333333,64498,M,1
52094,adj_Monitor22_ch2,8.0,64498,M,1
52308,adj_Monitor22_ch20,1.5,64498,M,1
52490,adj_Monitor22_ch21,4.166666666666667,64498,M,1
52718,adj_Monitor22_ch22,13.833333333333334,64498,M,1
53068,adj_Monitor22_ch23,1.5,64498,M,1
53266,adj_Monitor22_ch24,3.1666666666666665,64498,M,1
53586,adj_Monitor22_ch25,8.5,64498,M,1
53842,adj_Monitor22_ch26,9.166666666666666,64498,M,1
54161,adj_Monitor22_ch27,8.166666666666666,64498,M,1
54446,adj_Monitor22_ch28,4.0,64498,M,1
54766,adj_Monitor22_ch29,3.0,64498,M,1
55047,adj_Monitor22_ch3,5.666666666666667,64498,M,1
55324,adj_Monitor22_ch30,11.666666666666666,64498,M,1
55706,adj_Monitor22_ch31,2.1666666666666665,64498,M,1
55866,adj_Monitor22_ch32,12.0,64498,M,1
56272,adj_Monitor22_ch4,6.833333333333333,64498,M,1
56528,adj_Monitor22_ch5,3.8333333333333335,64498,M,1
56748,adj_Monitor22_ch6,7.833333333333333,64498,M,1
57070,adj_Monitor22_ch7,12.333333333333334,64498,M,1
57422,adj_Monitor22_ch8,3.8333333333333335,64498,M,1
57638,adj_Monitor22_ch9,12.666666666666666,64498,M,1
58008,adj_Monitor24_ch1,3.3333333333333335,TRiPsc,M,1
58172,adj_Monitor24_ch10,4.833333333333333,TRiPsc,M,1
58568,adj_Monitor24_ch11,0.6666666666666666,TRiPsc,M,1
58780,adj_Monitor24_ch12,2.5,TRiPsc,M,1
59024,adj_Monitor24_ch13,0.5,TRiPsc,M,1
59148,adj_Monitor24_ch14,3.3333333333333335,TRiPsc,M,1
59374,adj_Monitor24_ch15,0.8333333333333334,TRiPsc,M,1
59604,adj_Monitor24_ch16,0.3333333333333333,TRiPsc,M,1
59692,adj_Monitor24_ch17,5.5,TRiPsc,M,1
59966,adj_Monitor24_ch18,2.3333333333333335,TRiPsc,M,1
60102,adj_Monitor24_ch19,1.0,TRiPsc,M,1
60198,adj_Monitor24_ch20,2.3333333333333335,TRiPsc,M,1
60462,adj_Monitor24_ch21,3.1666666666666665,TRiPsc,M,1
60630,adj_Monitor24_ch22,1.0,TRiPsc,M,1
60898,adj_Monitor24_ch23,2.0,TRiPsc,M,1
61030,adj_Monitor24_ch24,2.3333333333333335,TRiPsc,M,1
61132,adj_Monitor24_ch25,11.666666666666666,TRiPsc,M,1
61588,adj_Monitor24_ch26,4.0,TRiPsc,M,1
61710,adj_Monitor24_ch27,5.5,TRiPsc,M,1
61996,adj_Monitor24_ch28,4.333333333333333,TRiPsc,M,1
62206,adj_Monitor24_ch29,0.16666666666666666,TRiPsc,M,1
62380,adj_Monitor24_ch3,,TRiPsc,M,1
62582,adj_Monitor24_ch30,0.6666666666666666,TRiPsc,M,1
62748,adj_Monitor24_ch31,2.3333333333333335,TRiPsc,M,1
63004,adj_Monitor24_ch32,0.16666666666666666,TRiPsc,M,1
63228,adj_Monitor24_ch4,7.333333333333333,TRiPsc,M,1
63556,adj_Monitor24_ch5,9.0,TRiPsc,M,1
63880,adj_Monitor24_ch6,5.0,TRiPsc,M,1
64074,adj_Monitor24_ch7,2.5,TRiPsc,M,1
64256,adj_Monitor24_ch8,2.0,TRiPsc,M,1
64496,adj_Monitor24_ch9,2.6666666666666665,TRiPsc,M,1
64740,adj_Monitor2_ch1,3.1666666666666665,53328,M,1
64985,adj_Monitor2_ch10,1.5,53328,M,1
65159,adj_Monitor2_ch11,6.333333333333333,53328,M,1
65385,adj_Monitor2_ch12,2.1666666666666665,53328,M,1
65649,adj_Monitor2_ch13,5.666666666666667,53328,M,1
65963,adj_Monitor2_ch14,5.333333333333333,53328,M,1
66231,adj_Monitor2_ch15,4.666666666666667,53328,M,1
66601,adj_Monitor2_ch16,7.666666666666667,53328,M,1
66879,adj_Monitor2_ch17,3.0,53328,M,1
67093,adj_Monitor2_ch18,4.0,53328,M,1
67365,adj_Monitor2_ch19,1.5,53328,M,1
67605,adj_Monitor2_ch2,3.0,53328,M,1
67939,adj_Monitor2_ch20,2.8333333333333335,53328,M,1
68137,adj_Monitor2_ch21,9.0,53328,M,1
68425,adj_Monitor2_ch22,7.0,53328,M,1
68787,adj_Monitor2_ch23,4.5,53328,M,1
69059,adj_Monitor2_ch24,8.333333333333334,53328,M,1
69321,adj_Monitor2_ch26,5.833333333333333,53328,M,1
69695,adj_Monitor2_ch27,1.5,53328,M,1
70011,adj_Monitor2_ch28,3.5,53328,M,1
70235,adj_Monitor2_ch29,3.3333333333333335,53328,M,1
70523,adj_Monitor2_ch3,4.833333333333333,53328,M,1
70791,adj_Monitor2_ch30,5.833333333333333,53328,M,1
71123,adj_Monitor2_ch31,4.666666666666667,53328,M,1
71385,adj_Monitor2_ch32,2.0,53328,M,1
71565,adj_Monitor2_ch4,4.166666666666667,53328,M,1
71751,adj_Monitor2_ch5,5.5,53328,M,1
72041,adj_Monitor2_ch6,5.5,53328,M,1
72361,adj_Monitor2_ch7,9.166666666666666,53328,M,1
72651,adj_Monitor2_ch8,7.0,53328,M,1
72965,adj_Monitor2_ch9,7.0,53328,M,1
73231,adj_Monitor54_ch1,,82983,F,1
73391,adj_Monitor54_ch10,3.1666666666666665,82983,F,1
73605,adj_Monitor54_ch11,1.5,82983,F,1
73719,adj_Monitor54_ch12,5.166666666666667,82983,F,1
73953,adj_Monitor54_ch13,11.666666666666666,82983,F,1
74291,adj_Monitor54_ch14,8.0,82983,F,1
74679,adj_Monitor54_ch15,7.333333333333333,82983,F,1
74927,adj_Monitor54_ch16,8.5,82983,F,1
75204,adj_Monitor54_ch17,11.0,82983,F,1
75699,adj_Monitor54_ch18,6.0,82983,F,1
75993,adj_Monitor54_ch19,2.8333333333333335,82983,F,1
76149,adj_Monitor54_ch2,2.5,82983,F,1
76341,adj_Monitor54_ch20,1.5,82983,F,1
76461,adj_Monitor54_ch21,8.333333333333334,82983,F,1
76781,adj_Monitor54_ch22,6.333333333333333,82983,F,1
76963,adj_Monitor54_ch23,5.5,82983,F,1
77185,adj_Monitor54_ch24,5.5,82983,F,1
77401,adj_Monitor54_ch25,13.0,82983,F,1
77773,adj_Monitor54_ch26,1.6666666666666667,82983,F,1
77949,adj_Monitor54_ch27,3.8333333333333335,82983,F,1
78245,adj_Monitor54_ch28,5.333333333333333,82983,F,1
78513,adj_Monitor54_ch29,6.666666666666667,82983,F,1
78807,adj_Monitor54_ch3,8.0,82983,F,1
79199,adj_Monitor54_ch30,1.5,82983,F,1
79389,adj_Monitor54_ch31,1.1666666666666667,82983,F,1
79607,adj_Monitor54_ch32,7.333333333333333,82983,F,1
79879,adj_Monitor54_ch4,1.0,82983,F,1
80039,adj_Monitor54_ch5,1.3333333333333333,82983,F,1
80244,adj_Monitor54_ch6,4.833333333333333,82983,F,1
80513,adj_Monitor54_ch7,3.3333333333333335,82983,F,1
80661,adj_Monitor54_ch8,0.8333333333333334,82983,F,1
80769,adj_Monitor54_ch9,15.166666666666666,82983,F,1
81232,adj_Monitor56_ch1,7.5,62872,M,1
81521,adj_Monitor56_ch10,3.6666666666666665,62872,M,1
81719,adj_Monitor56_ch11,6.166666666666667,62872,M,1
81969,adj_Monitor56_ch12,3.3333333333333335,62872,M,1
82227,adj_Monitor56_ch13,8.666666666666666,62872,M,1
82531,adj_Monitor56_ch14,5.666666666666667,62872,M,1
82809,adj_Monitor56_ch15,9.0,62872,M,1
83159,adj_Monitor56_ch16,6.166666666666667,62872,M,1
83492,adj_Monitor56_ch17,7.166666666666667,62872,M,1
83853,adj_Monitor56_ch18,6.166666666666667,62872,M,1
84107,adj_Monitor56_ch19,0.8333333333333334,62872,M,1
84373,adj_Monitor56_ch2,2.0,62872,M,1
84611,adj_Monitor56_ch20,5.0,62872,M,1
84923,adj_Monitor56_ch21,8.5,62872,M,1
85319,adj_Monitor56_ch22,9.5,62872,M,1
85639,adj_Monitor56_ch23,2.8333333333333335,62872,M,1
85905,adj_Monitor56_ch24,13.166666666666666,62872,M,1
86233,adj_Monitor56_ch25,9.666666666666666,62872,M,1
86543,adj_Monitor56_ch26,6.5,62872,M,1
86919,adj_Monitor56_ch27,2.8333333333333335,62872,M,1
87173,adj_Monitor56_ch28,6.0,62872,M,1
87523,adj_Monitor56_ch29,3.3333333333333335,62872,M,1
87779,adj_Monitor56_ch3,9.5,62872,M,1
88057,adj_Monitor56_ch30,9.666666666666666,62872,M,1
88365,adj_Monitor56_ch31,4.166666666666667,62872,M,1
88667,adj_Monitor56_ch32,4.333333333333333,62872,M,1
88925,adj_Monitor56_ch4,3.3333333333333335,62872,M,1
89175,adj_Monitor56_ch5,5.666666666666667,62872,M,1
89527,adj_Monitor56_ch6,2.8333333333333335,62872,M,1
89875,adj_Monitor56_ch7,11.166666666666666,62872,M,1
90287,adj_Monitor56_ch8,4.0,62872,M,1
90567,adj_Monitor56_ch9,5.5,62872,M,1
90949,adj_Monitor58_ch1,4.166666666666667,62872,F,1
91121,adj_Monitor58_ch10,4.166666666666667,62872,F,1
91289,adj_Monitor58_ch11,2.0,62872,F,1
91509,adj_Monitor58_ch12,5.5,62872,F,1
91693,adj_Monitor58_ch13,7.166666666666667,62872,F,1
92059,adj_Monitor58_ch14,0.8333333333333334,62872,F,1
92337,adj_Monitor58_ch15,5.5,62872,F,1
92565,adj_Monitor58_ch16,4.5,62872,F,1
92835,adj_Monitor58_ch17,2.8333333333333335,62872,F,1
93153,adj_Monitor58_ch18,2.8333333333333335,62872,F,1
93413,adj_Monitor58_ch19,2.5,62872,F,1
93643,adj_Monitor58_ch2,4.666666666666667,62872,F,1
93917,adj_Monitor58_ch20,3.0,62872,F,1
94155,adj_Monitor58_ch21,7.166666666666667,62872,F,1
94369,adj_Monitor58_ch22,3.6666666666666665,62872,F,1
94535,adj_Monitor58_ch23,9.666666666666666,62872,F,1
94941,adj_Monitor58_ch24,2.5,62872,F,1
95195,adj_Monitor58_ch25,1.8333333333333333,62872,F,1
95453,adj_Monitor58_ch26,5.333333333333333,62872,F,1
95831,adj_Monitor58_ch27,5.833333333333333,62872,F,1
96053,adj_Monitor58_ch28,1.6666666666666667,62872,F,1
96217,adj_Monitor58_ch29,0.5,62872,F,1
96361,adj_Monitor58_ch3,2.5,62872,F,1
96503,adj_Monitor58_ch30,1.1666666666666667,62872,F,1
96711,adj_Monitor58_ch31,1.0,62872,F,1
96833,adj_Monitor58_ch32,5.833333333333333,62872,F,1
97177,adj_Monitor58_ch5,1.8333333333333333,62872,F,1
97391,adj_Monitor58_ch6,7.5,62872,F,1
97767,adj_Monitor58_ch7,0.8333333333333334,62872,F,1
98039,adj_Monitor58_ch8,1.8333333333333333,62872,F,1
98231,adj_Monitor58_ch9,5.5,62872,F,1
98407,adj_Monitor59_ch1,4.166666666666667,55690,F,1
98627,adj_Monitor59_ch10,3.3333333333333335,55690,F,1
98959,adj_Monitor59_ch11,6.333333333333333,55690,F,1
99329,adj_Monitor59_ch12,7.833333333333333,55690,F,1
99659,adj_Monitor59_ch13,1.6666666666666667,55690,F,1
99911,adj_Monitor59_ch14,0.3333333333333333,55690,F,1
100009,adj_Monitor59_ch17,1.0,55690,F,1
100249,adj_Monitor59_ch18,9.833333333333334,55690,F,1
100519,adj_Monitor59_ch19,5.833333333333333,55690,F,1
100711,adj_Monitor59_ch2,2.6666666666666665,55690,F,1
